sentence_idx	title	sentence	CSI	subject	object	sức mạnh	thiết kế	giá	tính năng	an toàn
443	So sánh xe MG ZS 2021 và Kia Seltos 2021: Lựa chọn nào SUV đô thị nào tầm giá dưới 650 triệu đồng?	như_vậy , có_thể thấy mg zs 2021 nhỉnh hơn đối_thủ ở phương_diện an_toàn , đồng_thời chiếc xe này còn mới đạt chứng_nhận an_toàn 5 sao do asean ncap cấp	1	5&& 6&& 7&& 	10&& 	0	0	0	0	3
443	So sánh xe MG ZS 2021 và Kia Seltos 2021: Lựa chọn nào SUV đô thị nào tầm giá dưới 650 triệu đồng?	tuy_nhiên , chiếc xe do thaco lắp_ráp có khá ít công_nghệ an_toàn so với đối_thủ trực_tiếp là một nhược_điểm lớn của xe	1	3&& 4&& 5&& 6&& 	15&& 	0	0	0	0	1
534	So sánh xe Toyota Fortuner Legender 2020 và Ford Everest Titanium 2020: Cuộc chiến công nghệ	trước_đây , ford everest luôn dẫn_đầu phân khúc nhờ sở_hữu hàng_loạt công_nghệ an_toàn cao_cấp	1	3&& 4&& 	7&& 8&& 	0	0	0	0	3
522	So sánh xe Toyota Corolla Altis 2020 và Hyundai Elantra 2020: Xe Hàn giá rẻ hay xe Nhật giữ giá?	hyundai có cảm_biến góc đầu xe , trang_bị hơn hẳn đối_thủ corolla_altis	1	1&& 	11&& 12&& 	0	0	0	3	3
494	So sánh xe Mitsubishi Xpander Cross 2020 và Suzuki XL7 2020: Đại chiến MPV lai SUV tại Việt Nam	mitsubishi xpander cross 2020 sẽ tương_tự như xpander đang bán ở việt_nam về các công_nghệ an_toàn	1	1&& 2&& 3&& 4&& 	8&& 9&& 10&& 11&& 12&& 	0	0	0	0	2
484	So sánh xe Mitsubishi Triton 2020 và Toyota Hilux 2020: Cuộc chạy đua công nghệ của xe bán tải	và mitsubishi triton 2020 và toyota_hilux 2020 sở_hữu công_nghệ an_toàn hàng_đầu phân khúc giúp hỗ_trợ người lái an_toàn hơn khi di_chuyển trên đường	1	2&& 3&& 4&& 5&& 6&& 7&& 	12&& 13&& 	0	0	0	0	3
425	So sánh xe Kia Seltos Luxury 2020 và MG ZS Luxury 2020: Chọn SUV đô thị hơn 600 triệu đồng	trong khi đó , mg zs 2020 có lợi_thế với nhiều công_nghệ an_toàn hơn , đây là yếu_tố thường thấy của những mẫu xe thuộc sở_hữu của người trung_quốc	1	5&& 6&& 7&& 		0	0	0	0	3
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	so với đối_thủ , tucson thiếu camera quan_sát phía trước , bởi đơn_giản chiếc xe này không có gói an_toàn camera 360 độ	1	5&& 	3&& 	0	0	0	0	1
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	không có quá nhiều công_nghệ an_toàn như đối_thủ nên tay_lái của tucson chỉ có những phím chức_năng cơ_bản như điều_chỉnh âm_lượng , ra_lệnh giọng nói , chuyển kênh radio . .	1	12&& 	8&& 	0	0	0	0	1
437	So sánh xe Lexus LX 570 Super Sport 2020 và BMW X7 2020: Đẳng cấp xe Nhật hay hào hoa xe Đức?	có_thể nói , bmw x7 2020 đang là chiếc xe dẫn_đầu khi được trang hàng_loạt công_nghệ an_toàn cao_cấp	1	4&& 5&& 6&& 		0	0	0	0	3
495	So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?	đến nay , toyota_rush 2020 vẫn là mẫu xe an_toàn nhất phân khúc mpv tại việt_nam khi đạt tiêu_chuẩn an_toàn 5 sao của asean ncap nhờ hàng_loạt tính_năng an_toàn	1	4&& 5&& 	12&& 13&& 14&& 15&& 16&& 	0	0	0	0	3
478	So sánh xe Mitsubishi Outlander 2020 và Hyundai Tucson 2020: Hai mẫu CUV rẻ nhất phân khúc	thứ_ba , thời_điểm hiện_tại , mitsubishi outlander mới đang tỏ ra là mình có nhiều công_nghệ an_toàn hơn , đặc_biệt khi mua xe bản cao_cấp còn được tặng camera 360 độ	1	6&& 7&& 		0	0	0	0	3
77	Mua xe dịch vụ nên chọn Hyundai Accent 2019 hay Toyota Vios 2019?	so với hyundai_accent 2019 , toyota_vios 2019 sở_hữu ít tính_năng an_toàn hơn	1	6&& 7&& 	3&& 4&& 	0	0	0	0	1
395	So sánh xe Hyundai Accent 2019 và Suzuki Ciaz 2019: Vì đâu Suzuki Ciaz thất thế?	các trang_bị an_toàn của suzuki_ciaz 2019 nghèo_nàn hơn so với đối_thủ khi chỉ có 2 túi khí , hệ_thống phân_phối lực phanh điện_tử ebd , hệ_thống chống bó cứng phanh abs , hệ_thống hỗ_trợ_lực phanh khẩn_cấp eba , hệ_thống chống trộm và camera lùi phía sau góc rộng	1	5&& 6&& 	11&& 	0	0	0	0	1
466	So sánh xe Mazda CX-8 2019 và Ford Everest 2019: Ngang giá liệu có ngang chất lượng?	tổng_kết lại , mazda cx - 8 2019 đang có phần lợi_thế hơn nếu xét về ngoại_hình và công_nghệ an_toàn , tiện_nghi so với đối_thủ ford_everest	1	4&& 5&& 6&& 7&& 8&& 	25&& 	0	0	0	0	3
430	So sánh xe Kia Soluto 2019 với Honda City 2019: Giá rẻ hay công nghệ?	người dùng honda city sẽ phải chi ra khoản tiền lớn nhất phân khúc , cùng với đó xe cũng sở_hữu nhiều công_nghệ an_toàn vượt_trội hoàn_toàn so với kia_soluto 2019	1	3&& 4&& 	13&& 14&& 	0	0	0	0	3
463	So sánh xe Mazda CX-5 2019 và Honda CR-V 2019: Công nghệ đấu thực dụng	ở phiên_bản vừa nâng_cấp với gói công_nghệ i - activsense , mazda cx - 5 trở_thành mẫu xe sở_hữu nhiều công_nghệ an_toàn nhất phân khúc	1	12&& 13&& 14&& 15&& 	24&& 25&& 	0	0	0	0	3
465	So sánh xe Mazda CX-5 2019 với Hyundai Tucson 2019	nhìn_chung , xét nhiều khía_cạnh thì mazda cx - 5 thế_hệ 6.5 đang tỏ ra vượt_trội hơn hyundai_tucson 2019 về mặt trang_bị an_toàn , khả_năng vận_hành	1	7&& 8&& 9&& 10&& 	18&& 19&& 	3	0	0	0	3
412	So sánh xe Hyundai Tucson 2019 và Nissan X-Trail V-Series 2019: Xe 5 chỗ vẫn hay hơn	xét một_cách tổng_thể , nissan x - trail v - series 2019 chỉ hơn hyundai tucson ở một_số công_nghệ an_toàn và hàng ghế thứ 3 , còn hầu_hết thiết_kế nội / ngoại_thất đều kém xa đối_thủ đến từ hàn_quốc	1	5&& 6&& 7&& 8&& 9&& 10&& 11&& 12&& 	15&& 16&& 	0	1	0	0	3
471	So sánh xe Mercedes V-Class 2019 và Peugeot Traveller 2019: Nên mua MPV hạng sang nào cho phải?	về trang_bị an_toàn , v - class có chút nhỉnh hơn với 10 túi khí bởi lẽ traveller chỉ có 6 túi khí	1	5&& 6&& 7&& 	18&& 	0	0	0	0	3
422	So sánh xe Kia Sedona 2019 và Peugeot Traveller 2019: Nên chọn MPV Hàn hay Pháp?	tuy_nhiên , xét về tổng_thể thì peugeot traveller vượt_trội hơn đối_thủ khá nhiều , cả về trang_bị , không_gian cho tới an_toàn	1	7&& 8&& 	11&& 	0	0	0	0	3
577	Với tầm giá xấp xỉ một tỷ đồng, chọn Mazda 6 2019 hay Kia Optima 2019	tuy_nhiên , mazda 6 nhỉnh hơn về trang_bị an_toàn	1	3&& 4&& 		0	0	0	0	3
141	So sánh Hyundai SantaFe 2019 và Mitsubishi Pajero Sport 2019	mẫu suv nhật_bản có phần nhỉnh hơn về trang_bị an_toàn khi được bố_trí lên tới 7 túi khí , bổ_sung hệ_thống kiểm_soát lực kéo hoạt_động cùng với hệ_thống cân_bằng điện_tử	1	1&& 2&& 3&& 		0	0	0	0	3
208	So sánh Toyota Fortuner 2019 và Mitsubishi Pajero Sport 2019	tương_tự như everest thì pajero_sport 2019 cũng được trang_bị 7 túi khí an_toàn	1	5&& 6&& 	3&& 	0	0	0	0	2
22	Chọn SUV 7 chỗ nào giữa Ford Everest 2019 và Mitsubishi Pajero Sport 2019?	tương_tự như everest thì pajero_sport 2019 cũng được trang_bị 7 túi khí an_toàn	1	5&& 6&& 	3&& 	0	0	0	0	2
10	Chênh nhau hơn 80 triệu đồng, chọn mua xe Kia Cerato 2019 bản 1.6 AT hay 2.0 AT?	ở trang_bị an_toàn , kia_cerato 2019 2.0 at cũng cao_cấp và được chú_trọng hơn so với bản 1.6 at	1	5&& 6&& 7&& 8&& 	17&& 18&& 19&& 	0	0	0	0	3
125	So sánh Honda Brio 2019 và VinFast Fadil 2020	tuy_nhiên , về mặt trang_bị an_toàn dường_như fadil đang lấn_át khá nhiều đối_thủ , kể_cả brio	1	8&& 	13&& 	0	0	0	0	3
42	Có trong tay 400 triệu đồng, nên mua xe Việt VinFast Fadil hay xe nhập khẩu Toyota Wigo?	nhìn_chung , vinfast fadil 2019 được trang_bị nhiều tiện_nghi hiện_đại và ứng_dụng nhiều công_nghệ nâng cao tính_năng an_toàn so với toyota_wigo 2019	1	3&& 4&& 5&& 	21&& 22&& 	0	0	0	3	3
201	So sánh Suzuki Swift 2019 và Honda Jazz 2019: Cuộc chiến mới phân khúc Hatchback hạng B	mẫu hatchback của honda có phần vượt_trội hơn về trang_bị an_toàn	1	1&& 2&& 3&& 4&& 		0	0	0	0	3
92	Nissan Sunny XV 2019 mới ra mắt đối đầu với Toyota Vios G 2019: Sẽ có bất ngờ?	nissan sunny xv tiếp_tục " yếu_thế " hơn toyota_vios g ở các trang_bị an_toàn	1	1&& 2&& 3&& 	9&& 10&& 	0	0	0	0	1
100	Rẻ hơn 400 triệu, Zotye Z8 có thực sự kém hơn Mazda CX-5 2018?	tuy_nhiên , nếu_như bạn muốn chọn một chiếc xe an_toàn thì sự đầm chắc của z8 sẽ làm_bạn hài_lòng , bởi chiếc xe ổn_định hơn đối_thủ cx - 5 , tình_trạng trượt hay trôi gần như_không xuất_hiện	1	16&& 	26&& 27&& 28&& 29&& 	0	0	0	0	3
578	Xe cỡ nhỏ dưới 400 triệu đồng, chọn xe nhập khẩu Toyota Wigo 2018 hay xe lắp ráp Kia Morning 2018?	toyota_wigo cũng được trang_bị những hệ_thống an_toàn tương_tự như morning nhưng thiếu hệ_thống phân_bổ lực phanh điện_tử ebd	1	1&& 	10&& 	0	0	0	0	2
402	So sánh xe Hyundai Kona 2018 và Ford Ecosport 2018: SUV 600 triệu nào tốt nhất?	điểm vớt_vát duy_nhất của ecosport là có 7 túi khí , nhiều hơn 1 túi khí đầu_gối so với kona , đi kèm dây an_toàn 3 điểm khá quan_trọng khi xảy ra tai_nạn thực_sự	1	5&& 	20&& 	0	0	0	0	3
561	Toyota Corolla 2019 và Toyota C-HR 2019: Chọn hatchback hay CUV?	ngoài_ra , toyota_corolla 2019 với hộp_số cvt có danh_sách toàn_diện hơn về công_nghệ an_toàn so với bản sử_dụng hộp_số mt	1	3&& 4&& 	17&& 18&& 19&& 20&& 	0	0	0	0	3
11	Chạy dịch vụ nên mua Ford Transit hay Hyundai Solati để tiết kiệm nhất?	solati dù không có nhiều tính_năng an_toàn hấp_dẫn như đối_thủ nhưng bù lại có thêm 2 túi khí	1	1&& 	10&& 	0	0	0	0	2
68	Mua SUV số sàn giá rẻ, nên chọn Isuzu MU-X 2018 hay Chevrolet Trailblazer 2018?	về hệ_thống an_toàn , chevrolet trailblazer tiếp_tục thể_hiện sự yếu_kém trước đối_thủ nhật_bản	1	5&& 6&& 	12&& 	0	0	0	0	1
574	Với 540 triệu, Mazda 2 2018 hay Hyundai Accent 2018 đáng mua hơn?	chưa kể , accent cũng sử_dụng thân xe chế_tạo với tỷ_lệ 54,5 % thép cường_lực , chống vặn xoắn 32 % nên sẽ an_toàn hơn đối_thủ	1	4&& 	26&& 	0	0	0	0	3
89	Mua ô tô chơi tết giá 400 triệu, Hyundai Grand i10 2018 hay Mitsubishi Mirage 2017 "ngon" hơn?	tuy_nhiên , mirage vẫn có_thể ngẩng cao đầu hơn trước đối_thủ bởi chiếc xe này có thêm cột lái tự_động và đạp phanh tự đổ , giúp xe dễ_dàng đạt được 5 sao an_toàn trong thử_nghiệm va_chạm của a - ncap	1	3&& 	11&& 	0	0	0	0	3
53	Hyundai Santa Fe 2017 và Toyota Fortuner 2017: Chọn Santa Fe rẻ và "lãi"	dù_vậy , santafe lại cung_cấp nhiều túi khí hơn hẳn khi ở các phiên_bản cao_cấp hơn , ngoài_ra là thêm cả phanh tay điện_tử để giúp quá_trình đỗ xe an_toàn hơn	1	3&& 		0	0	0	0	3
95	Nên mua Toyota Corolla Altis 2018 hay Toyota Vios 2018?	về trang_bị an_toàn cả altis và vios phiên_bản 2017 đều nhận 5 sao điểm an_toàn của asean ncap , và thậm_chí toyota_corolla altis còn làm tốt hơn với chứng_nhận 5 sao của cục ql đường_cao_tốc và an_toàn giao_thông quốc_gia mỹ ( nhtsa ) , giành được giải top safety pick + của viện bảo_hiểm an_toàn xa_lộ mỹ ( iihs )	1	5&& 23&& 	7&& 	0	0	0	0	3
411	So sánh xe Hyundai Tucson 2017 CKD và Mazda CX-5 2016: Tân binh liệu có làm nên chuyện?	về tính_năng an_toàn , hyundai tucson ckd 2017 có vẻ nhỉnh hơn hẳn đối_thủ khi lắp_đặt chế_độ drive mode 3 chế_độ , 6 túi khí , abs , ba , ebd , tcs , vsm , esc , hac , dbc , hỗ_trợ đỗ xe pas , chống trộm immobilizer . .	1	5&& 6&& 7&& 8&& 	14&& 	0	0	0	0	3
351	So sánh xe Chevrolet Cruze 2017 và Kia Cerato 2017: Cuộc chiến sedan 700 triệu	tương_tự như hệ_thống giải_trí , kia cerato 2017 cũng hoàn_toàn trội hơn ở loạt trang_bị an_toàn	1	6&& 7&& 8&& 		0	0	0	0	3
6	Audi Q5 2018 và Volvo XC60 2018 - Xe Đức hay Thụy Điển tốt hơn?	tuy_nhiên , xc60 2018 có nhiều trang_bị an_toàn tiêu_chuẩn cũng như tùy chọn hơn , gồm tính_năng bảo_vệ và giảm_thiểu va_chạm trên đường	1	3&& 4&& 		0	0	0	0	3
352	So sánh xe Chevrolet Cruze và Hyundai Elantra: Xe Hàn lên ngôi	về trang_bị an_toàn , mẫu xe hàn_quốc_thể_hiện sự vượt_trội so với đối_thủ khi có tới 6 túi khí ( cruze chỉ có 4 túi khí )	1	5&& 6&& 	12&& 	0	0	0	0	3
499	So sánh xe Nissan X-Trail và Honda CR-V: Đâu mới là ông hoàng nam tính?	về tính_năng an_toàn , x - trail tỏ rõ vị_trí bề_trên so với cr - v với hàng_loạt tính_năng vượt_trội như hệ_thống điều_khiển hành_trình , kiểm_soát độ bám đường , chống trượt , phanh chủ_động hạn_chế trượt bánh , hỗ_trợ đổ đèo , kiểm_soát lái chủ_động , kiểm_soát vào cua chủ_động	1	5&& 6&& 7&& 	14&& 15&& 16&& 	0	0	0	0	3
485	So sánh xe Mitsubishi Triton MIVEC 2017 và Chevrolet Colorado High Country 2017 - Bán tải thời đại mới và cũ	về phía mitsubishi , triton cũng trang_bị các tính_năng an_toàn tiêu_chuẩn , chỉ tiếc là không có camera lùi , cảnh_báo áp_suất lốp và cảnh_báo chệch làn_đường như đối_thủ	1	5&& 	29&& 	0	0	0	0	1
486	So sánh xe Mitsubishi Triton MIVEC 2017 và Mazda BT-50 2016: Xe Nhật đại chiến	dù_vậy , triton vẫn khó có_thể lép_vế trước đối_thủ bởi mẫu xe này vừa lọt top an_toàn 5 sao của ancap	1	3&& 	9&& 	0	0	0	0	3
347	So sánh xe Chevrolet Aveo và Mitsubishi Attrage - Đại chiến xe hạng B giá rẻ	về tính_năng an_toàn , cả 2 mẫu xe aveo và attrage đều chỉ lắp_đặt những trang_bị cơ_bản nhất như : chống bó cứng phanh tự_động , dây an_toàn các hàng ghế và 2 túi khí	1	9&& 	11&& 	0	0	0	0	2
380	So sánh xe Honda City 2017 và Hyundai Accent 2017: Tầm 600 triệu, chọn sedan nào tốt nhất?	nhìn vào danh_sách trang_bị an_toàn , có_thể thấy honda city hoàn_toàn vượt mặt đối_thủ	1	9&& 10&& 	14&& 	0	0	0	0	3
189	So sánh Mitsubishi Triton 4x4 AT 2015 và Nissan NP300 Navara VL 2015: Khi truyền thống đối đầu hiện đại	tuy_nhiên , các trang_bị an_toàn của nissan np300 navara lại vượt_trội hơn hẳn so với mitsubishi triton 4x4 at với hàng_loạt hệ_thống an_toàn chủ_động , nhờ đó chiếc xe vận_hành ổn_định và tin_cậy hơn	1	7&& 8&& 9&& 	16&& 17&& 18&& 19&& 	3	0	0	0	3
394	So sánh xe Hyundai Accent 2015 và Honda City 2016: Mỗi người một vẻ	về trang_bị an_toàn , honda city 2016 thể_hiện sự trội hơn so với hyundai accent 2015 khi có danh_sách các trang_bị an_toàn dài hơn	1	5&& 6&& 7&& 	14&& 15&& 16&& 	0	0	0	0	3
158	So sánh Kia Morning và Mitsubishi Mirage: Hai phân khúc giành một ngôi vương	về trang_bị an_toàn , nếu_như mirage chỉ được trang_bị cơ_bản với 2 túi khí trước , hệ_thống chống bó cứng phanh tự_động , phân_phối lực phanh điện_tử và chìa khóa mã_hóa chống trộm thì kia_morning lại vượt_trội hơn hẳn	1	35&& 	6&& 	0	0	0	0	3
518	So sánh xe Toyota Camry và Honda Accord: Cuộc chiến trong phân khúc sedan hạng D	về trang_bị an_toàn , toyota_camry 2.5 q 2015 lại tỏ ra trội hơn hẳn honda_accord	1	5&& 6&& 7&& 8&& 	15&& 	0	0	0	0	3
341	So sánh xe Audi Q3 2018 và Mercedes-Benz GLA 2018: "Mẹc" xuất sắc dẫn trước	xe còn được trang_bị tiêu_chuẩn nhiều tính_năng an_toàn mà các đối_thủ cạnh_tranh thậm_chí không hề có hoặc nếu có cũng phải chi thêm kha_khá tiền	1	1&& 	10&& 11&& 12&& 	0	0	0	0	3
341	So sánh xe Audi Q3 2018 và Mercedes-Benz GLA 2018: "Mẹc" xuất sắc dẫn trước	thêm nữa , với hàng_loạt các trang_bị an_toàn tiêu_chuẩn , mercedes - benz gla 2018 dễ_dàng đánh_bại đối_thủ để trở_thành kẻ chiến_thắng	1	11&& 12&& 13&& 14&& 15&& 	18&& 	0	0	0	0	3
222	So sánh chi tiết MG ZS 2021 và KIA Seltos 2021	về trang_bị an_toàn , mg zs lux có lợi_thế hơn hẳn đối_thủ	1	5&& 6&& 7&& 	12&& 	0	0	0	0	3
382	So sánh xe Honda City 2021 và Hyundai Accent 2021 	về an_toàn , city 1.5 g nhỉnh hơn accent 1.4 at ở số túi khí	1	4&& 5&& 6&& 	9&& 10&& 11&& 	0	0	0	0	3
329	So sánh trang bị trên Honda Civic 2021 và Mazda3 2021	mẫu sedan hạng c của mazda trang_bị nhiều công_nghệ an_toàn hơn hẳn , trong khi đại_diện của honda vận_hành vượt_trội với khối động_cơ mạnh_mẽ và cảm_giác lái năng_động hơn	1	1&& 2&& 3&& 4&& 5&& 6&& 	16&& 17&& 18&& 	3	0	0	0	3
316	So sánh nhanh Toyota Hilux 2021 và Mitsubishi Triton 2021	danh_sách trang_bị an_toàn trên toyota_hilux 2.4 at nhiều hơn đối_thủ	1	5&& 6&& 7&& 	10&& 	0	0	0	0	3
114	So sánh Ford EcoSport và Suzuki XL7 cho gia đình trẻ	trang_bị an_toàn của ford ecosport nhỉnh hơn so với suzuki xl7	1	4&& 5&& 	10&& 11&& 	0	0	0	0	3
183	So sánh Mitsubishi Pajero Sport 4x2 và Toyota Fortuner Legender 4x2 	về an_toàn , pajero sport 4x2 hoàn_toàn vượt_trội hơn fortuner với khả_năng chống tăng_tốc ngoài ý_muốn	1	4&& 5&& 6&& 	10&& 	0	0	0	0	3
414	So sánh xe KIA Morning 2021 và VinFast Fadil 2021:  bạn là người duy mỹ hay thực dụng?	trang_bị an_toàn trên vinfast fadil 2021 nhỉnh hơn kia morning 2021	1	4&& 5&& 6&& 	9&& 10&& 11&& 	0	0	0	0	3
170	So sánh Mazda CX-5 2.0 Deluxe và Toyota Corolla Cross 1.8V	về an_toàn , với lợi_thế_là phiên_bản giữa của dòng sản_phẩm , corolla cross 1.8 v hoàn_toàn vượt_trội so với cx - 5 2.0 deluxe	1	12&& 13&& 14&& 15&& 	20&& 21&& 22&& 23&& 24&& 	0	0	0	0	3
139	So sánh Hyundai Kona 2021 và Ford EcoSport 2021	trước_tiên là xét về trang_bị an_toàn thì ford ecosport 2021 có phần thua_thiệt_hơn so với hyundai kona 2021	1	8&& 9&& 10&& 	16&& 17&& 18&& 	0	0	0	0	1
184	So sánh Mitsubishi Pajero Sport 4x4 2021 với Toyota Fotuner Legender và Ford Everest 	về an_toàn , pajero_sport hoàn_toàn vượt_trội so với fortuner	1	4&& 	9&& 	0	0	0	0	3
184	So sánh Mitsubishi Pajero Sport 4x4 2021 với Toyota Fotuner Legender và Ford Everest 	pajero sport 4x4 lại vượt_trội hơn hai mẫu xe đối_thủ với hệ_thống phanh tay điện_tử tích_hợp giữ phanh tự_động , đảm_bảo tính thuận_tiện và an_toàn khi vận_hành	1	1&& 2&& 3&& 	7&& 8&& 9&& 10&& 	0	0	0	0	3
136	So sánh Hyundai Grand i10 và Grand i10 sedan tại Việt Nam 	về mặt an_toàn thì grand i10 và grand i10 sedan đều có hai túi khí cho hàng ghế trước ( các bản thấp hơn chỉ có một hoặc không có túi khí ) , phanh chống bó cứng abs	1	5&& 6&& 8&& 9&& 	10&& 	0	0	0	0	2
236	So sánh nhanh Ford Everest 2021 và Mitsubishi Pajero Sport 2021	đặc_biệt , trang_bị gói an_toàn mitsubishi_e - assist giúp mẫu xe này không còn thua_kém các đối_thủ về mắt công_nghệ	1	10&& 11&& 12&& 	16&& 17&& 	0	0	0	0	2
144	So sánh Hyundai Tucson 2020 và Mazda CX-5 2020 cho nhu cầu gia đình	về mặt an_toàn cơ_bản , hyundai tucson 1.6 t - gdi và mazda cx - 5 2.0 l premium cũng khá tương_đồng	1	6&& 7&& 8&& 9&& 10&& 11&& 	13&& 14&& 15&& 16&& 17&& 18&& 19&& 	0	0	0	0	2
82	Mua xe gia đình chọn KIA Souluto 2020 hay Hyundai Accent 2020?	bảng so_sánh về trang_bị an_toàn trên 2 phiên_bản at cho thấy , soluto có phần kém thuyết_phục hơn bởi thiếu_vắng khá nhiều trang_bị	1	13&& 		0	0	0	0	1
82	Mua xe gia đình chọn KIA Souluto 2020 hay Hyundai Accent 2020?	ngược_lại , accent bản at đảm_bảo_an_toàn cho các hành_khách tốt hơn , giúp tạo sự thuận_tiện hơn cho các tay_lái với một danh_sách sang bị an_toàn hậu_hĩnh hơn	1	3&& 4&& 5&& 		0	0	0	0	3
289	So sánh nhanh Mitsubishi Attrage 2020 và Toyota Vios 2020	về trang_bị an_toàn , mitsubishi attrage cvt 2020 bị đối_thủ bỏ khá xa khi thiếu các tính_năng như : cân_bằng điện_tử , hệ_thống ổn_định thân xe , hỗ_trợ khởi_hành ngang dốc hay hệ_thống kiểm_soát lực kéo	1	5&& 6&& 7&& 8&& 	10&& 	0	0	0	0	1
266	So sánh nhanh Hyundai Santa Fe 2020 và Toyota Fortuner 2020 	tuy_nhiên hyundai santa fe 2020 vẫn ưu_ái hơn với người dùng ở một_số tính_năng an_toàn cao_cấp hơn như cảnh_báo điểm_mù , cảnh_báo phương_tiện cắt ngang phía sau	1	2&& 3&& 4&& 5&& 		0	0	0	0	3
285	So sánh nhanh Mazda2 Sport 2020 với Toyota Yaris, Honda Jazz và Suzuki Swift	với một loạt trang_bị an_toàn hiện_đại , mẫu hatchback mới tỏ ra vượt_trội hơn hẳn so với các đối_thủ	1	8&& 9&& 	19&& 	0	0	0	0	3
291	So sánh nhanh Mitsubishi Outlander 2020 và Mazda CX-5 2020	sau khi được nâng_cấp , mitsubishi outlander 2020 đã trở_nên an_toàn hơn so với mazda cx - 5	1	6&& 7&& 8&& 	15&& 16&& 17&& 18&& 	0	0	0	0	3
291	So sánh nhanh Mitsubishi Outlander 2020 và Mazda CX-5 2020	trong khi chỉ các phiên_bản cao_cấp hơn , mazda cx - 5 2020 mới được trang_bị các tính_năng an_toàn tương_đồng đối_thủ	1	9&& 10&& 11&& 12&& 13&& 	21&& 	0	0	0	0	2
271	So sánh nhanh Hyundai i10 2019 và Toyota Wigo 2019	tính_năng an_toàn của hyundai i10 có phần trội hơn đối_thủ	1	4&& 5&& 	10&& 	0	0	0	0	3
