sentence_idx	title	sentence	CSI	subject	object	sức mạnh	thiết kế	giá	tính năng	an toàn
212	none	hàng ghế trước của cả hai dòng xe này đều trang_bị giống nhau về tính_năng	0							
31	none	còn trên c250 exclusive là thiết_kế hình ngọn đuốc có viền led chiếu sáng ban_ngày , tạo_vẻ quyến_rũ cho phần đầu xe	0							
414	none	cụm đèn_pha to bản , ôm trọn sang hai bên	0							
301	none	"vô - lăng của x - trail thế_hệ mới là dạng "" d - cut "" thường thấy trên các dòng xe châu âu hay volkswagen mang đến cảm_giác thể_thao hơn hẳn"	0							
434	none	không_gian nội_thất của cả kia sportage 2016 và hyundai tucson 2016 đều thể_hiện rõ được sự quan_tâm , chu_đáo của hai hãng xe hàn_quốc đối_với khách_hàng	0							
454	none	đối_với những phiên_bản sedan , mazda 3 2020 có_giá niêm_yết dao_động từ 719 - 919 triệu đồng	0							
552	none	hàng ghế trước của sa2 . 0 có_thể chỉnh điện chỉnh 12 hướng , hàng ghế thứ 2 có khả_năng gập 40 / 20 / 40 để người dùng tùy_biến không_gian bên trong xe linh_hoạt hơn	0							
498	none	phiên_bản vừa nâng_cấp tại việt_nam , vô - lăng xe mazda cx - 5 không có gì thay_đổi khi vẫn là dạng 3 chấu , bọc da mạ bạc ở đáy và kết_hợp nhiều phím bấm chức_năng như chỉnh âm_lượng , ra_lệnh giọng nói , điều_khiển hành_trình , chế_độ rảnh tay . .	0							
588	none	bên cạnh đó , trailblazer cũng có thêm các chức_năng như phân_phối lực phanh điện_tử , kiểm_soát lực kéo , chống lật , hỗ_trợ xuống_dốc , dây đai an_toàn 3 điểm , cảnh_báo thắt dây an_toàn , móc cố_định ghế trẻ_em , hỗ_trợ phanh khẩn_cấp và 2 túi khí	0							
23	none	dĩ_nhiên , captiva cũng có những khuyết_điểm đáng chú_ý như chỉ có 1 dàn lạnh ( sorento 2 dàn lạnh ) và không có cửa gió cho hàng ghế sau	0							
453	none	mazda 3 all new được công_bố có chiều dài x rộng x cao ở mức 4.660 x 1.795 x 1.440 ( mm ) , xe được tăng chiều dài thêm 80 mm , chiều cao hạ thấp 10 mm và chiều rộng không thay_đổi	0							
466	none	mặt ca - lăng xe ford_everest 2019 được giữ nguyên từ bản cũ với 3 thanh ngang và viền đều mạ crom , bên trong là tổ ong dạng lưới	0							
535	none	điểm nhấn ở khoang nội_thất trên mẫu xe này đến từ 2 vị_trí thương_gia ở hàng ghế sau lái với khả_năng trượt / ngả bằng điện mang đến những trải nghiệm cao_cấp	0							
507	none	tuy mạnh_mẽ nhưng với những đường vân nổi trên nắp ca pô cùng cản trước thiết_kế uốn_lượn xung_quanh bộ đèn sương_mù , suzuki celerio 2018 trở_nên tinh_tế , sang_trọng hơn bao_giờ hết	0							
433	none	gầm cao , off - road khủng và sức_kéo vượt_trội	0							
297	none	vậy khả_năng thật_sự của mivec 2017 và high country 2017 thật_sự đến đâu , chúng_ta hãy cùng tìm_hiểu trong bài so_sánh sau	0							
48	none	suzuki celerio 2018 có ngoại_hình vừa tầm , không quá đặc_sắc nhưng cũng đủ khiến khách_hàng khá hài_lòng với thiết_kế linh_hoạt , nhẹ_nhàng thanh_lịch	0							
447	none	về phần mình , ford focus 2016 sở_hữu phong_cách thiết_kế trẻ_trung , lưới tản_nhiệt hình lục_giác , đèn_pha halogen với hệ_thống đèn led chiếu sáng ban_ngày , cản trước thể_thao , mâm xe bằng chất_liệu hợp_kim 10 chấu kép	0							
475	none	bên trong cụm đèn hậu này cũng được tạo_hình_cầu kỳ hơn với những đường_nét như vuốt hổ	0							
180	none	động_cơ xăng skyactiv - g 2.0 l dohc 16 van với 4 xylanh cùng hệ_thống van biến_thiên cho công_suất 155 mã_lực tại vòng tua 6.000 vòng / phút , momen xoắn cực_đại 203 nm tại 4.000 vòng / phút đi cùng hộp_số tự_động 6 cấp	0							
183	none	chiều dài cơ_sở và thân xe lớn hơn hứa_hẹn mang đến khoảng đển chân tốt cho cả 3 hàng ghế	0							
287	none	trong khi đó , đối_với động_cơ v8 lớn hơn , cả hai mẫu xe cùng mất 5,2 giây để đạt tốc_độ này	0							
197	none	hơn_nữa , chiếc xe này dùng máy turbo , nhưng nó sẽ không quá lớn và độ nhạy chân ga tốt	0							
418	none	hàng ghế sau có_thể gập xuống hoàn_toàn để gia_tăng không_gian đựng đồ của khoang hành_lý lên lớn nhất	0							
160	none	còn với kia rio sedan , chiếc xe đem lại vẻ đẹp tinh_tế và mang đậm hơi thở trẻ_trung của hàn_quốc	0							
170	none	có một điểm trừ nhẹ về cách bố_trí cụm điều hòa trên cx - 5 khi nó được đặt khá thấp và gần với cần số nên có_thể gây vướng nếu khách_hàng chưa quen khi thao_tác	0							
506	none	hàng ghế trước của xe vẫn có_thể điều_chỉnh điện đa hướng và nâng / hạ theo chiều cao mong_muốn của người sử_dụng	0							
75	none	nằm trong phân khúc xe cỡ nhỏ giá rẻ nên những trang_bị tiện_nghi trên honda_brio 2019 và kia morning s 2018 không quá nổi_trội tuy_nhiên cũng có_thể mang đến những trải nghiệm hành_trình không hề nhàm_chán cho người sử_dụng	0							
44	none	tuy_nhiên , điểm đáng ngạc_nhiên là everest còn có thêm công_nghệ kiểm_soát tiếng ồn chủ_động anc nên cabin của xe rất yên_lặng và thoải_mái	0							
368	none	song , chi_tiết này được thể_hiện rõ_ràng hơn trên vinfast lux a2 . 0 cao_cấp , thể_hiện tính_khí động_học mạnh_mẽ	0							
570	none	hiện_tại , mazda cx - 5 2020 được lắp_ráp và phân_phối với 3 phiên_bản trang_bị_động_cơ xăng 2.0 l và 2.5 l , dẫn_động cầu trước và tùy_chọn 4 bánh , có_giá bán từ 889 triệu đồng - 1.149 tỉ đồng	0							
468	none	đến thời_điểm này tình_trạng kể trên đã chấm_dứt và khách_hàng đã có_thể mua đúng giá	0							
166	none	đặc_biệt , mazda 3 sedan 2015 và kia k3 2013 đều tích_hợp đèn hậu dạng led trải dài trên cửa xe và ôm sang hai bên thân xe	0							
170	none	mazda cx - 5 2.0 deluxe mang đến không_gian khá trang_nhã và sang_trọng cho khách_hàng	0							
362	none	thiết_kế vô - lăng của toyota_hilux 2016 dạng 3 chấu còn vô - lăng của ranger có 4 chấu	0							
96	none	nếu_như nội_thất hyundai grand i10 2018 toát lên vẻ sang_trọng , thanh_lịch với ghế bọc da có_thể điều_chỉnh chế_độ , ốp nhựa tinh_tế thì suzuki celerio hướng đến sự khỏe_khoắn , năng_động với ghế_ngồi bọc nỉ nhưng lại hạn_chế khi phải điều_chỉnh chế_độ bằng tay	0							
453	none	thân xe kia cerato 2020 cũng được kết_hợp nhiều đường_nét mới_mẻ nhưng vẫn chưa có sự phá_cách ở đây mà thiết_kế này vẫn còn đi theo nét truyền_thống	0							
536	none	hàng ghế 2,3,4 có_thể ngả ra phía sau với góc ngả lớn , mang lại cảm_giác thoải_mái cho người ngồi khi đi đường dài	0							
375	none	với honda cr - v 2020 , không_khí sang_trọng là hướng đi của khoang cabin khi nhà sản_xuất sử_dụng nhiều vật_liệu cao_cấp như da , nhựa mềm , ốp gỗ hay crom	0							
432	none	"đến nay , kiểu hiển_thị điểm_mù của xe vẫn là "" độc_nhất "" và chúng_tôi sorento 2021 rất cao ở trang_bị này"	0							
283	none	bên cạnh đó , la - zăng trên cả hai mẫu xe đều sử_dụng loại 5 chấu kép , ở cx - 5 thì thiết_kế có phần thanh_mảnh hơn , trong khi cx - 30 sử_dụng nan bản rộng hơn để tạo ấn_tượng thể_thao và khỏe_khoắn	0							
217	none	rõ_ràng , trọng_lượng là một trong những yếu_tố ảnh_hưởng trực_tiếp đến mức tiêu_hao nhiên_liệu của xe	0							
470	none	ghế lái của cả 2 mẫu xe đều có khả_năng chỉnh 6 hướng và hàng ghế sau có thiết_kế linh_hoạt khi gập gọn lại được để nới rộng diện_tích khoang hành_lý	0							
456	none	phía tay nắm cửa và viền chân_kính cũng mạ crôm	0							
396	none	trong khi đó , mẫu xe đến từ nhật mang trên mình ngôn_ngữ thiết_kế trung_tính , không quá nổi_bật và phù_hợp cho lựa_chọn của số đông	0							
525	none	điều khiến chúng_tôi ấn_tượng là khoang nội_thất của xe đã có màn_hình đặt nổi theo xu_hướng hiện_nay	0							
48	none	khi lựa_chọn sử_dụng suzuki celerio 2018 và chevorlet spark lt 2018 , khách_hàng hoàn_toàn có_thể yên_tâm về độ an_toàn sau tay_lái	0							
2	none	tuy_nhiên , với những khách_hàng còn chưa tin_tưởng nhiều vào lux sa2 . 0 cũng như đã quá quen_thuộc với sản_phẩm ô_tô của mỹ , ford everest vẫn còn cơ_hội trong cuộc đua phân khúc này , dù cho có sự xuất_hiện của đại_diện việt_nam	0							
424	none	suzuki xl7 sẽ phù_hợp hơn với gia_đình đông người hay những người kinh_doanh dịch_vụ vận_tải	0							
411	none	xe sử_dụng tone màu chủ_đạo là màu xám và màu be sáng cho cabin , đi kèm với ghế da sang_trọng	0							
12	none	"phần đầu xe trên phiên_bản 2019 của mẫu xe_nước nhật vẫn nổi_bật bởi cụm lưới tản_nhiệt hình con suốt cỡ lớn "" cực bảnh "" kết_hợp với cụm đèn_pha full led như "" đôi mắt hạt cườm "" lung_linh"	0							
49	none	hyundai elantra 2018 chinh_phục những khách_hàng cá_tính với phần đầu xe được thiết_kế mạnh_mẽ , góc_cạnh với lưới tản_nhiệt hình lục_giác đặc_trưng , nắp ca pô dập gân nổi đậm chất thể_thao	0							
71	none	điểm cộng duy_nhất của hiace là danh_sách ghế sau có_thể ngả và trượt , độc_lập từng ghế	0							
142	none	: hệ_thống chống bó cứng phanh abs và 2 túi khí cho hàng ghế trước	0							
454	none	tuy_nhiên , bảng đồng_hồ sau lái của mẫu xe hạng d này vẫn còn khá truyền_thống với dạng analog hiển_thị tốc_độ và vòng tua , trung_tâm là màn_hình lcd khá nhỏ hiển_thị thông_số vận_hành xe	0							
197	none	các hãng xe hiện_nay hầu_hết hướng đến những phân khúc đầy tiềm_năng như suv / cuv mới dễ tiếp_cận người dùng với mức giá khoảng 800 triệu đồng	0							
311	none	mẫu xe của mazda tạo được dấu_ấn_với ngôn_ngữ thiết_kế kodo , nền_tảng skyactiv chứng_minh được hiệu_quả trong vận_hành cũng như khả_năng bảo_vệ	0							
33	none	khi 2 chi_tiết này kết_hợp lại sẽ mang đến cho tổng_thể phần đầu của wigo nét trẻ_trung , sang_trọng nhưng không kém phần khỏe_khoắn và thể_thao	0							
378	none	hơn_nữa , do có khoảng trống trần xe thấp nên khi đi qua các g giảm_tốc hoặc mô cầu , người ngồi ở hàng ghế thứ 2 và 3 rất dễ chạm nóc xe	0							
113	none	trong khi đó , cruze lại sử_dụng thiết_kế nội_thất khá truyền_thống nên không được nhiều trang đánh_giá cao	0							
478	none	vô - lăng không phải là điểm mới trên cả mitsubishi outlander lẫn hyundai_tucson với thiết_kế 3 chấu bọc da , những phím chức_năng đều được trang_bị đầy_đủ như : ra_lệnh giọng nói , tăng giảm âm_lượng , đàm_thoại rảnh tay , ga tự_động . .	0							
488	none	"khách_hàng dù phải chờ_đợi khá lâu nhưng vẫn mua được xe đúng giá niêm_yết từ 550 - 620 triệu đồng thay_vì phải "" kèm lạc "" như một_số thương_hiệu khác"	0							
220	none	ngày_nay , nhu_cầu của người tiêu_dùng về một chiếc xe_hơi ngày_càng được nâng cao	0							
206	none	một chiếc camry hoàn_toàn mạnh_mẽ và năng_động , trái_ngược với truyền_thống của mình	0							
189	none	nhưng bù lại , triton được trang_bị hệ điều_khiển invecs - ii có_thể ghi_nhớ phong_cách lái của chủ xe , từ đó thiết_lập thời_gian chuyển số phù_hợp và tăng khả_năng tiết_kiệm nhiên_liệu	0							
11	none	ở phía solati , xe chỉ có duy_nhất ghế da	0							
33	none	tuần cuối tháng 9 / 2018 , toyota_việt_nam đã tung ra đồng_loạt bộ 3 xe giá rẻ đáng chờ_đợi nhất việt_nam gồm toyota_rush , toyota_avanza , toyota_wigo	0							
476	none	do ở phân khúc cỡ nhỏ nên chiếc suv hạng sang này có hàng ghế sau đủ dùng và trang_bị bệ tỳ tay kiêm hộc để cốc	0							
450	none	trong khi đó , 2018 phân_phối ra thị_trường khởi_điểm từ 899 đến 1023 triệu đồng , đồng_thời có ưu_đãi 40 triệu đồng dành cho những khách_hàng có nhu_cầu trong tháng 4 / 2019	0							
240	none	và từ lâu là cặp bài_trùng , cùng cạnh_tranh trong phân khúc sedan hạng d trên thế_giới	0							
382	none	khác_biệt duy_nhất chính là phiên_bản 1.4 at đặc_biệt sử_dụng mâm 16 inch trong khi phiên_bản 1.4 at được đề_cập trong bài so_sánh này được trang_bị loại 15 inch	0							
564	none	ngoài_ra , vô_lăng của cả 2 đều có thêm nhiều nút bấm tiện_lợi và có_thể điều_chỉnh 4 hướng mang đến cảm_giác lái tốt hơn	0							
148	none	không cần phải phân_tích quá nhiều ở đề_mục an_toàn này khi mà fortuner 2.5 g hay_là cả 2.7 v có được các tính_năng bảo_vệ hành_khách hết_sức hạn_chế	0							
509	none	nhiều chuyên_gia đều đánh_giá đây là khuyết_điểm chung của xe chevrolet	0							
91	none	công_nghệ treo của navara hiện_đại hơn nên khi chạy trên đường gồ_ghề cũng cho cảm_giác êm hơn hẳn	0							
443	none	nhìn_chung , trong tầm giá khoảng dưới 650 triệu đồng , kia_seltos nổi lên là mẫu suv đô_thị có thiết_kế khác_biệt , trẻ_trung , động_cơ mạnh_mẽ ấn_tượng nhất tại việt_nam thời_điểm này	0							
393	none	ghế sau có_thể gập lại theo tỉ_lệ 60 / 40 đi kèm 3 tựa đầu và kệ tựa tay kiêm khay đựng_cốc	0							
513	none	khách_hàng có nhu_cầu tham_khảo giá và ưu_đãi xe có_thể truy_cập tại đây :	0							
524	none	ngoài ngoại_hình trẻ_trung , nội_thất tiện_nghi thì mazda 3 all new còn sở_hữu những công_nghệ an_toàn hàng_đầu trong gói i - activsense	0							
