sentence_idx	title	sentence	CSI	subject	object	sức mạnh	thiết kế	giá	tính năng	an toàn
494	So sánh xe Mitsubishi Xpander Cross 2020 và Suzuki XL7 2020: Đại chiến MPV lai SUV tại Việt Nam	khi nhìn từ phân_thân , mitsubishi xpander cross 2020 tỏ rõ sự hầm_hố so với đối nhờ vượt_trội hơn ở mọi thông_số kích_thước	1			0	3	0	0	0
494	So sánh xe Mitsubishi Xpander Cross 2020 và Suzuki XL7 2020: Đại chiến MPV lai SUV tại Việt Nam	theo chúng_tôi đánh_giá , đây là sự khác_biệt lớn nhất trên 2 mẫu xe này , điều đó cũng ảnh_hưởng khoảng sáng gầm xe khiến xl7 thua_kém đối_thủ	1			0	1	0	0	0
484	So sánh xe Mitsubishi Triton 2020 và Toyota Hilux 2020: Cuộc chạy đua công nghệ của xe bán tải	nhìn vào bảng giá , mitsubishi triton 2020 đang là mẫu xe chiếm ưu_thế nhờ mức giá rẻ hơn toyota_hilux	1			0	0	3	0	0
484	So sánh xe Mitsubishi Triton 2020 và Toyota Hilux 2020: Cuộc chạy đua công nghệ của xe bán tải	xét về kích_thước , mitsubishi triton đang tỏ ra vượt_trội hơn so với đối_thủ ở mọi thông_số , đặc_biệt là khoảng sáng gầm của chiếc xe này lớn nhất phân khúc xe bán tải đạt 286 mm	1			0	3	0	0	0
484	So sánh xe Mitsubishi Triton 2020 và Toyota Hilux 2020: Cuộc chạy đua công nghệ của xe bán tải	toyota_hilux adventure 2020 được trang_bị khối động_cơ dầu diesel 1gd - ftv , 4 xi_lanh thẳng hàng cho công_suất 201 mã_lực ( tăng 27 mã_lực ) và mô - men xoắn 500 nm ( tăng 50 nm ) so với bản cũ trước_đây	1			3	0	0	0	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	lần nâng_cấp này , toyota_hilux bổ_sung thêm nhiều trang_bị nên mức giá đã tăng thêm 6 - 35 triệu đồng , phiên_bản cao nhất có_giá 913 triệu đồng	1			0	0	1	0	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	về kích_thước , ford ranger wildtrak đang lợi_thế hơn với trục cơ_sở dài hơn đối_thủ hilux adventure_cụ_thể như sau :	1			0	0	0	3	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	" dàn chân " của cả hilux và ranger đều có chung kích_thước 18 inch nhưng sẽ khác_biệt nhau về tạo_hình	1			0	2	0	0	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	đặc_biệt , những công_nghệ an_toàn hỗ_trợ lái_xe giờ_đây không hề thua_kém , thậm_chí tốt hơn nhiều mẫu xe du_lịch trong tầm giá 900 triệu đồng	1			0	0	3	0	0
526	So sánh xe Toyota Corolla Cross 2020 và Kia Seltos 2020: "Tân binh" đại chiến	nội_thất trên mẫu suv này cũng trẻ_trung , cuốn_hút hơn các mẫu xe toyota đang bán ở việt_nam	1			0	3	0	0	0
526	So sánh xe Toyota Corolla Cross 2020 và Kia Seltos 2020: "Tân binh" đại chiến	bên kia chiến_tuyến , kia_seltos với lợi_thế giá bán rẻ hàng_đầu phân khúc , ngoại_hình trẻ_trung , khác_biệt , nội_thất tiện_nghi sẽ lôi_kéo khách_hàng	1			0	0	3	0	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	với kích_thước lớn nên khi nhìn thực_tế , kia seltos 2020 tương_đối " đô con " so với thân_hình nhỏ gọn trên hyundai kona 2020	1			0	2	0	0	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	sang đến phần hậu , kia seltos 2020 rõ_ràng bề_thế hơn hẳn đối_thủ dù kích_thước chiều rộng tương_đương nhau	1			0	3	0	0	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	tuy_nhiên , kia đã làm tốt hơn ở cụm đèn hậu với nhiều dải led hiện_đại hơn và nối_liền với nhau bởi dải_crom to bản	1			0	0	0	3	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	ở khu_vực táp - lô , chúng_tôi đánh_giá hyundai kona 2020 đang làm tốt hơn với thiết_kế gọn_gàng , cách bố_trí các chi_tiết hài_hoà	1			0	3	0	0	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	điều này sẽ khiến khách_hàng của hyundai kona cảm_thấy ghen_tị bởi dù giá cao hơn , nhưng xe vẫn thiếu tiện_nghi này	1			0	0	1	0	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	đối_với kia seltos 2020 , người dùng sẽ có một chiếc xe sở_hữu ngoại_thất theo chúng_tôi đánh_giá hấp_dẫn nhất phân khúc ở thời_điểm hiện_tại	1			0	3	0	0	0
425	So sánh xe Kia Seltos Luxury 2020 và MG ZS Luxury 2020: Chọn SUV đô thị hơn 600 triệu đồng	so với mặt_bằng chung phân khúc , mg zs có mức giá được đánh_giá khá tương_đối cao với một thương_hiệu mới tại việt_nam	1			0	0	1	0	0
425	So sánh xe Kia Seltos Luxury 2020 và MG ZS Luxury 2020: Chọn SUV đô thị hơn 600 triệu đồng	khi đi vào thông_số kích_thước , seltos cũng đang nhỉnh hơn đối_thủ ở nhiều khía_cạnh	1			0	3	0	0	0
425	So sánh xe Kia Seltos Luxury 2020 và MG ZS Luxury 2020: Chọn SUV đô thị hơn 600 triệu đồng	mg zs 2020 có_lẽ đang " lạc trôi " với khoang nội_thất không theo xu_hướng như các đối_thủ cùng phân khúc	1			0	1	0	0	0
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	toyota_corolla cross 1.8 v tại việt_nam được đánh_giá là chiếc xe có khoang nội_thất trẻ_trung hàng_đầu của thương_hiệu nhật_bản	1			0	3	0	0	0
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	hyundai tucson 2020 hiện đang kém hơn đối_thủ về trang_bị an_toàn , do đó chúng_tôi vẫn đánh_giá cao toyota_corolla cross hơn khi di_chuyển trên đường	1			0	0	0	0	1
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	hơn_nữa , ngoại_hình cải_tiến , nội_thất đã đi theo xu_thế thiết_kế hiện_nay giúp corolla cross lấy_lòng khách việt tốt hơn	1			0	3	0	0	0
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	trong khi đó , hyundai tucson 2020 mang đến không_gian rộng_rãi hơn nhờ kích_thước tốt hơn đối_thủ	1			0	3	0	0	0
441	So sánh xe MG ZS 2020 và Ford EcoSport 2020: "Tân binh" đối đầu già gân	trong khi đó , ford ecosport 2020 không mạnh về ngoại_hình nhưng khi đặt cạnh đối_thủ , chiếc xe đến từ mỹ có không_gian nội_thất bắt_mắt hơn hẳn	1			0	3	0	0	0
378	So sánh xe Honda CR-V L 2020 và Peugeot 5008 Active 2020: Chọn xe 5+2 trong tầm giá 1,1 tỷ đồng	tựu chung lại , với mức giá 1,118 tỷ đồng , honda cr - v l 2020 đang tỏ ra vượt_trội hơn đối_thủ về nhiều khía_cạnh	1			0	0	3	0	0
535	So sánh xe Toyota Granvia 2020 và Kia Sedona 2020: Cuộc cạnh tranh xe dịch vụ chuyên chở cao cấp	ngay cái nhìn ngoại_thất , không khó để nhận ra toyota_granvia 2020 đang tỏ ra hầm_hố hơn với những đường_nét thiết_kế vuông_vức được thừa_hưởng từ hiace	1			0	2	0	0	0
535	So sánh xe Toyota Granvia 2020 và Kia Sedona 2020: Cuộc cạnh tranh xe dịch vụ chuyên chở cao cấp	về kích_thước , do sở_hữu 9 chỗ ngồi nên toyota_granvia có kích_thước nhỉnh hơn kia sedona nhưng không quá_đáng_kể	1			0	3	0	0	0
535	So sánh xe Toyota Granvia 2020 và Kia Sedona 2020: Cuộc cạnh tranh xe dịch vụ chuyên chở cao cấp	kia sedona 2020 có bộ mâm xe kích_thước lớn hơn đối_thủ là 18 inch đi kèm bộ lốp 235 / 60r18 dạng đa chấu	1			0	3	0	0	0
535	So sánh xe Toyota Granvia 2020 và Kia Sedona 2020: Cuộc cạnh tranh xe dịch vụ chuyên chở cao cấp	cùng với đó , mức giá xe dễ_chịu hơn hẳn ở mức 1,429 tỷ đồng cho phiên_bản cao_cấp	1			0	0	3	0	0
437	So sánh xe Lexus LX 570 Super Sport 2020 và BMW X7 2020: Đẳng cấp xe Nhật hay hào hoa xe Đức?	xét về kích_thước , bmw x7 2020 đang tỏ ra chiếm ưu_thế hơn đối_thủ ở những thông_số chính và đặc_biệt là chiều dài cơ_sở	1			0	3	0	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	trong số đó , suzuki ertiga đang là chiếc xe có mức giá rẻ nhất với 3 phiên_bản dành cho khách_hàng lựa_chọn	1			0	0	3	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	thế nhưng , việc định_vị cao trong phân khúc với mức giá hơn đối_thủ gần 100 triệu đồng đã khiến xe thất_thế trong cuộc đua doanh_số	1			0	0	1	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	suzuki ertiga 2020 đang là " vua " giá rẻ trong phân khúc mpv tại việt_nam , đây là lợi_thế lớn nhất để mẫu xe của thương_hiệu nhật_bản tạo ra lợi_thế tại việt_nam	1			0	0	3	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	nếu xét về kích_thước , suzuki ertiga sport 2020 cũng như toyota_avanza 2020 đều sở_hữu kích_thước nhỏ nhất phân khúc	1			0	2	0	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	sport 2020 có phần thân xe nổi_bật hơn hẳn , trong đó chúng_tôi đánh_giá cao nhất khu_vực trụ d sử_dụng kính đen	1			0	3	0	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	cụm đồng_hồ phía sau trên ertiga sport được đánh_giá cao hơn nhờ thiết_kế gọn_gàng , còn avanza vẫn mang dáng_dấp khá to bản và thô	1			0	3	0	0	0
511	So sánh xe Suzuki Ertiga Sport 2020 và Toyota Avanza 2020: Ertiga Sport đã rẻ lại nhiều trang bị	tuy_nhiên , chúng_tôi vẫn đánh_giá cao chất_liệu nỉ trên suzuki ertiga sport hơn , nó không bị quá rẻ_tiền như những gì xuất_hiện trên avanza	1			0	3	0	0	0
458	So sánh xe Mazda 6 2020 và Honda Accord 2020: Đại chiến xe Nhật	mặc_dù cùng kích_thước 8 inch , nhưng cảm_quan khi nhìn sẽ thấy màn_hình của accord lớn hơn mazda 6	1			0	3	0	0	0
458	So sánh xe Mazda 6 2020 và Honda Accord 2020: Đại chiến xe Nhật	nhìn_chung , mazda 6 2020 và honda accord 2020 đều hướng đến những khách_hàng trẻ_trung , nhưng mức giá sẽ là sự phân_cấp giữa 2 mẫu xe này	1			0	0	3	0	0
495	So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?	là mẫu xe được nhập_khẩu nguyên chiếc từ indonesia nên mitsubishi xpander cross 2020 vẫn có mức giá tương_đối cao so với xpander và hơn cả đối_thủ	1			0	0	1	0	0
495	So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?	ở khía_cạnh thông_số kích_thước tổng_thể , mitsubishi xpander cross 2020 đều tỏ ra vượt_trội hơn đối_thủ ở tất_cả các chỉ_số	1			0	3	0	0	0
495	So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?	nhờ chiều dài tổng_thể lớn hơn 500 mm so với rush nên khi nhìn từ phần thân , xpander cross thanh_thoát và trường xe hơn đối_thủ	1			0	3	0	0	0
495	So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?	với hệ dẫn_động bánh sau , toyota_rush được đánh_giá cao hơn ở khả_năng vận_hành khi bánh trước sẽ làm nhiệm_vụ đánh lái	1			3	0	0	0	0
495	So sánh xe Mitsubishi Xpander Cross 2020 và Toyota Rush 2020: Ngang giá chọn xe nào?	không_gian nội_thất , ghế_ngồi cũng mang đến sự rộng_rãi và tiện_nghi hơn đáng_kể so với đối_thủ	1			0	3	0	0	0
525	So sánh xe Toyota Corolla Cross 2020 và Honda CR-V 2020: Cuộc chiến công nghệ	nếu đặt toyota_corolla cross 2020 ở phân khúc b - suv thì đây đang là chiếc xe đắt , nhưng lại là xe rẻ nhất phân khúc c - cuv với giá cụ_thể như sau : khách_hàng muốn mua_bán xe , tham_khảo giá bán có_thể truy_cập tại đây :	1			0	0	3	0	0
525	So sánh xe Toyota Corolla Cross 2020 và Honda CR-V 2020: Cuộc chiến công nghệ	ở kích_thước tổng_thể , toyota_corolla cross 2020 không thua_kém nhiều đối_thủ , đặc_biệt ở chiều dài cơ_sở với những thông_số như sau : toyota_corolla cross 2020 được phát_triển dựa trên rav4 nên khi nhìn phần đầu , người dùng sẽ nhận ra nhiều nét quen_thuộc	1			0	2	0	0	0
525	So sánh xe Toyota Corolla Cross 2020 và Honda CR-V 2020: Cuộc chiến công nghệ	về tổng_thể ngoại_thất , toyota_corolla cross 2020 đang mang đến " làn gió mới " tại việt_nam với thiết_kế trẻ_trung nhất trong các dòng xe của thương_hiệu này đang bán ở việt_nam	1			0	3	0	0	0
525	So sánh xe Toyota Corolla Cross 2020 và Honda CR-V 2020: Cuộc chiến công nghệ	nhìn_chung , nếu bạn yêu thích cảm_giác lái , honda cr - v 2020 đang là lựa_chọn tốt hơn corolla_cross	1			0	0	3	0	0
459	So sánh xe Mazda 6 2020 và Toyota Camry 2020: Cuộc so kè hấp dẫn nhất phân khúc hạng D	nhìn_chung , mazda 6 2020 và toyota_camry 2020 đều có vẻ đẹp ngoại_thất thay_đổi hoàn_toàn so với bản cũ	1			0	3	0	0	0
358	So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam	xét về các thông_số kích_thước , ford everest hiện_hành đang tỏ ra vượt_trội hơn đối_thủ trực_tiếp ở tất_cả các khía_cạnh , cụ_thể như sau : nhờ kích_thước lớn nhất phân khúc , nên ford everest 2020 mang đến sự hầm_hố , không_gian rộng_rãi ở khoang nội_thất cùng một thiết_kế đậm chất mỹ	1			0	3	0	0	0
358	So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam	" dàn chân " trên toyota_fortuner 2020 thua_thiệt_hơn đối_thủ khi chỉ có kích_thước 18 inch	1			0	1	0	0	0
358	So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam	hai bên đèn hậu được nối_liền với nhau thông_qua dải_crom tương_tự đối_thủ	1			0	2	0	0	0
358	So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam	theo đó , những trang_bị trên xe khá cơ_bản như : với mức giá không chênh_lệch quá nhiều giữa 2 bản cao_cấp , nhưng ford everest 2020 đang tỏ ra hoàn_toàn vượt_trội toyota_fortuner 2020 về trang_bị an_toàn	1			0	0	3	0	0
346	So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến	so với đại đa_số các mẫu xe đồng_hương khác , mg hs có mức giá bán tương_đối cao dành cho 2 phiên_bản tại việt_nam_cụ_thể như sau : khách_hàng có_thể đặt mua những mẫu xe trên trực_tiếp tại đây : brilliance v7 và mg hs đều là những mẫu xe có hơi_hướng thiết_kế ngoại_hình hiện_đại , trẻ_trung để hướng đến nhiều đối_tượng khách_hàng hơn	1			0	0	3	0	0
346	So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến	xét về kích_thước , brilliance v7 đang tỏ ra vượt_trội hoàn_toàn so với đối_thủ ở mọi thông_số kích_thước , cụ_thể như sau : khi nhìn vào phần đầu xe , người dùng sẽ soi thấy một_vài nét tương_đồng với bmw x3 nhưng khi đi vào chi_tiết là sự khác_biệt lớn	1			0	3	0	0	0
346	So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến	nhìn_chung , mg hs 2020 là chiếc xe mang đậm phong_cách thiết_kế châu âu , thân_hình nhỏ gọn bởi thông_số kích_thước không quá ấn_tượng	1			0	2	0	0	0
346	So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến	còn brilliance v7 hướng đến những người dùng muốn một chiếc xe gầm cao đúng nghĩa với kích_thước , khoảng sáng gầm đều ấn_tượng hơn đối_thủ	1			0	3	0	0	0
346	So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến	điểm cộng khiến hs ghi_điểm với người dùng tốt hơn v7 là cụm đồng_hồ kỹ_thuật_số có kích_thước đến 12,3 inch phía sau tay_lái	1			0	3	0	0	0
490	So sánh xe Mitsubishi Xpander 2020 và Suzuki Ertiga Sport 2020: Nâng cấp để tiếp tục cuộc chiến	về thông_số kích_thước , mitsubishi xpander 2020 đang tỏ ra vượt_trội so với đối_thủ để mang lại chiếc xe rộng_rãi hơn cụ_thể như sau : với thế_hệ thứ 2 của ngôn_ngữ dynamic_shield , mitsubishi xpander 2020 đã nâng tầm cả một thương_hiệu với phong_cách trẻ_trung hướng đến tương_lai	1			0	3	0	0	0
490	So sánh xe Mitsubishi Xpander 2020 và Suzuki Ertiga Sport 2020: Nâng cấp để tiếp tục cuộc chiến	nhờ các thông_số kích_thước của xpander đều vượt_trội hơn hẳn so với ertiga sport nên không khó để nhận ra sự khác_biệt ấy từ phần thân	1			0	3	0	0	0
490	So sánh xe Mitsubishi Xpander 2020 và Suzuki Ertiga Sport 2020: Nâng cấp để tiếp tục cuộc chiến	tuy_nhiên , trên xpander được thiết_kế chỉn_chu hơn với dải_đèn led kéo_dài và sắc nét hơn	1			0	3	0	0	0
440	So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam	ở chiều ngược_lại , hyundai tucson đang là một trong những xe bán_chạy hàng_đầu nhờ mức giá rẻ bậc nhất phân khúc crossover ( cuv ) ở thời_điểm hiện_tại	1			0	0	3	0	0
440	So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam	không như nhiều thương_hiệu đến từ trung_quốc khác có mức giá rẻ , mg hs có mức giá được cho là tương_đối cao với một hãng xe lần đầu bán ở việt_nam	1			0	0	3	0	0
440	So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam	mg hs 2020 có phần chiều dài cơ_sở lớn , chiều cao thấp nên khi nhìn từ thân xe sẽ dài hơn đối_thủ khá nhiều	1			0	2	0	0	0
440	So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam	kích_thước màn_hình nhỏ hơn nhưng tucson mang đến trải nghiệm mượt mà hơn hẳn đối_thủ	1			0	3	0	0	0
440	So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam	nhìn_chung , khoang nội_thất của mg hs 2020 đang tỏ ra vượt_trội hơn hyundai tucson 2020 trong tầm giá 1 tỷ đồng	1			0	0	3	0	0
440	So sánh xe MG HS 2020 và Hyundai Tucson 2020: Cuộc chiến xe CUV dưới 1 tỷ đồng tại Việt Nam	với mức giá dưới 1 tỷ đồng , ngoài mg hs và hyundai tucson ra , người dùng việt sẽ không tìm thấy một mẫu cuv bản cao_cấp nào tốt hơn ở thời_điểm hiện_tại	1			0	0	3	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	chưa dừng lại ở đó , đầu năm nay , trường_hải ( thaco ) cũng bổ_sung bản mới của peugeot 3008 2020 với mức giá rẻ hơn , còn subaru forester ngược_lại với gói phụ_kiện gt edition dành cho bản cao_cấp nhất	1			0	0	3	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	như_vậy , phiên_bản cao_cấp nhất của subaru forester đang rẻ hơn bản tương_tự đến từ peugeot 3008 , đâu sẽ là lựa_chọn của khách_hàng với nhu_cầu một chiếc xe gầm cao cho gia_đình ? ngay_vẻ ngoại_hình , người dùng đã có_thể dễ_dàng nhận ra phong_cách thiết_kế khác_biệt giữa 2 mẫu xe cao_giá nhất của phân khúc cuv	1			0	0	2	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	thuộc thế_hệ thứ 5 , nhưng subaru forester gt edition 2020 vẫn có lưới tản_nhiệt đa_giác tương_tự đời cũ , cản trước chính là sự khác_biệt trên biến_thể mới được bổ_sung ở việt_nam	1			0	0	2	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	điểm cộng và hơn hẳn đối_thủ ở tầm giá hơn 1 tỷ đồng của peugeot 3008 2020 là hệ_thống đồng_hồ phía sau điện_tử hoàn_toàn với kích_thước 12,3 inch	1			0	0	3	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	không quá thoải_mái nhưng peugeot 3008 cũng không bị đánh_giá là bí_bách hay chật_chội nhờ chiều dài cơ_sở đã tốt hơn đời cũ rất nhiều	1			0	3	0	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	theo đội_ngũ đánh_giá của chúng_tôi , subaru forester gt edition 2020 xứng_đáng là mẫu cuv có khả_năng vận_hành tốt nhất phân khúc ở thời_điểm hiện_tại	1			3	0	0	0	0
506	So sánh xe Subaru Forester GT Edition 2020 và Peugeot 3008 2020: Ngang giá ngang chất lượng	nếu bỏ_qua ngoại_hình , nội_thất không quá trẻ_trung mà hướng đến cảm_giác lái mượt_mà , ổn_định và vận_hành an_toàn thì đây là lựa_chọn không_thể tốt hơn tại việt_nam ở thời_điểm hiện_tại	1			0	0	3	0	0
